DATE,SERIES,Day,Month,Quarter,Year,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,No of Trades
16-Apr-25,EQ,Wednesday,April,Q2,2025,2400.00,2428.00,2382.90,2418.20,2414.10,2415.60,2405.12,3743.90,2025.00,889949.00,49754.00
15-Apr-25,EQ,Tuesday,April,Q2,2025,2375.00,2440.00,2359.00,2321.40,2415.90,2418.20,2410.05,3743.90,2025.00,1145125.00,64533.00
11-Apr-25,EQ,Friday,April,Q2,2025,2303.05,2343.50,2281.00,2236.90,2318.75,2321.40,2317.43,3743.90,2025.00,981463.00,61931.00
9-Apr-25,EQ,Wednesday,April,Q2,2025,2265.70,2279.55,2215.20,2285.70,2243.45,2236.90,2239.69,3743.90,2025.00,1001633.00,56281.00
8-Apr-25,EQ,Tuesday,April,Q2,2025,2270.00,2301.00,2225.00,2212.70,2288.95,2285.70,2273.41,3743.90,2025.00,1224362.00,61791.00
7-Apr-25,EQ,Monday,April,Q2,2025,2150.05,2239.00,2145.00,2334.65,2222.90,2212.70,2195.57,3743.90,2025.00,1567177.00,91075.00
4-Apr-25,EQ,Friday,April,Q2,2025,2394.95,2410.05,2315.50,2410.80,2336.30,2334.65,2344.17,3743.90,2025.00,1219733.00,68843.00
3-Apr-25,EQ,Thursday,April,Q2,2025,2339.75,2429.90,2339.70,2369.40,2414.00,2410.80,2403.94,3743.90,2025.00,1023200.00,59356.00
2-Apr-25,EQ,Wednesday,April,Q2,2025,2339.75,2378.85,2314.55,2335.25,2369.00,2369.40,2352.69,3743.90,2025.00,573928.00,44789.00
1-Apr-25,EQ,Tuesday,April,Q2,2025,2312.00,2358.95,2301.00,2315.80,2340.00,2335.25,2335.05,3743.90,2025.00,501942.00,38905.00
28-Mar-25,EQ,Friday,March,Q1,2025,2376.00,2386.95,2293.70,2363.35,2316.65,2315.80,2330.66,3743.90,2025.00,1838836.00,70667.00
27-Mar-25,EQ,Thursday,March,Q1,2025,2310.00,2373.90,2291.60,2312.60,2363.00,2363.35,2332.26,3743.90,2025.00,1696042.00,81185.00
26-Mar-25,EQ,Wednesday,March,Q1,2025,2324.90,2359.85,2308.05,2320.35,2314.00,2312.60,2332.77,3743.90,2025.00,1078870.00,58779.00
25-Mar-25,EQ,Tuesday,March,Q1,2025,2385.00,2387.65,2315.10,2368.70,2319.50,2320.35,2339.21,3743.90,2025.00,763065.00,46534.00
24-Mar-25,EQ,Monday,March,Q1,2025,2370.00,2395.00,2361.10,2362.80,2370.00,2368.70,2376.20,3743.90,2025.00,1010184.00,39593.00
21-Mar-25,EQ,Friday,March,Q1,2025,2343.80,2389.55,2338.00,2339.30,2365.00,2362.80,2365.79,3743.90,2025.00,1101418.00,55299.00
20-Mar-25,EQ,Thursday,March,Q1,2025,2348.00,2348.00,2299.00,2318.65,2338.05,2339.30,2330.01,3743.90,2025.00,2587051.00,55254.00
19-Mar-25,EQ,Wednesday,March,Q1,2025,2319.95,2342.00,2311.05,2308.50,2316.90,2318.65,2324.68,3743.90,2025.00,1030345.00,42002.00
18-Mar-25,EQ,Tuesday,March,Q1,2025,2274.00,2314.20,2259.75,2252.70,2304.55,2308.50,2291.19,3743.90,2025.00,878007.00,47968.00
17-Mar-25,EQ,Monday,March,Q1,2025,2200.00,2286.90,2198.00,2221.10,2251.00,2252.70,2255.72,3743.90,2025.00,927737.00,52613.00
13-Mar-25,EQ,Thursday,March,Q1,2025,2249.00,2273.00,2215.60,2241.80,2222.45,2221.10,2237.90,3743.90,2025.00,750310.00,52311.00
12-Mar-25,EQ,Wednesday,March,Q1,2025,2270.00,2280.00,2180.95,2250.60,2236.00,2241.80,2230.69,3743.90,2025.00,1049076.00,56794.00
11-Mar-25,EQ,Tuesday,March,Q1,2025,2223.15,2267.85,2208.30,2228.30,2252.65,2250.60,2251.19,3743.90,2025.00,947079.00,54661.00
10-Mar-25,EQ,Monday,March,Q1,2025,2245.00,2288.00,2220.00,2247.50,2224.40,2228.30,2258.17,3743.90,2025.00,940113.00,57381.00
7-Mar-25,EQ,Friday,March,Q1,2025,2249.95,2267.65,2227.00,2252.85,2249.50,2247.50,2247.94,3743.90,2025.00,818806.00,44934.00
6-Mar-25,EQ,Thursday,March,Q1,2025,2260.00,2268.90,2226.15,2245.85,2251.00,2252.85,2250.92,3743.90,2025.00,890270.00,81763.00
5-Mar-25,EQ,Wednesday,March,Q1,2025,2153.95,2258.40,2148.05,2144.80,2242.00,2245.85,2219.60,3743.90,2025.00,1370106.00,81480.00
4-Mar-25,EQ,Tuesday,March,Q1,2025,2085.10,2154.00,2080.00,2117.10,2147.60,2144.80,2133.91,3743.90,2025.00,852978.00,56864.00
3-Mar-25,EQ,Monday,March,Q1,2025,2109.00,2127.25,2026.55,2096.00,2122.00,2117.10,2078.96,3743.90,2025.00,1592611.00,105782.00
28-Feb-25,EQ,Friday,February,Q1,2025,2107.00,2111.35,2072.00,2110.95,2097.55,2096.00,2093.84,3743.90,2025.00,2373922.00,99109.00
27-Feb-25,EQ,Thursday,February,Q1,2025,2143.75,2149.10,2102.50,2129.85,2108.00,2110.95,2122.60,3743.90,2025.00,941950.00,63169.00
25-Feb-25,EQ,Tuesday,February,Q1,2025,2115.15,2158.30,2102.00,2115.15,2130.00,2129.85,2137.55,3743.90,2025.00,802131.00,56102.00
24-Feb-25,EQ,Monday,February,Q1,2025,2128.95,2138.50,2096.70,2133.10,2114.90,2115.15,2116.22,3743.90,2025.00,1032294.00,73399.00
21-Feb-25,EQ,Friday,February,Q1,2025,2190.45,2199.60,2116.85,2179.00,2125.00,2133.10,2152.24,3743.90,2025.00,1540308.00,85375.00
20-Feb-25,EQ,Thursday,February,Q1,2025,2180.80,2216.35,2156.80,2180.80,2178.00,2179.00,2187.58,3743.90,2025.00,1086670.00,74127.00
19-Feb-25,EQ,Wednesday,February,Q1,2025,2166.00,2219.40,2127.00,2220.30,2177.00,2180.80,2187.51,3743.90,2025.00,1203163.00,77627.00
18-Feb-25,EQ,Tuesday,February,Q1,2025,2240.00,2240.00,2166.05,2223.70,2213.05,2220.30,2199.31,3743.90,2025.00,1138090.00,75933.00
17-Feb-25,EQ,Monday,February,Q1,2025,2152.65,2240.40,2110.65,2152.65,2237.30,2223.70,2180.52,3743.90,2025.00,1400160.00,101955.00
14-Feb-25,EQ,Friday,February,Q1,2025,2245.70,2249.30,2124.55,2244.70,2149.00,2152.65,2173.43,3743.90,2025.00,2550043.00,151036.00
13-Feb-25,EQ,Thursday,February,Q1,2025,2354.00,2372.75,2233.40,2353.45,2237.45,2244.70,2296.20,3743.90,2025.00,2551940.00,133317.00
12-Feb-25,EQ,Wednesday,February,Q1,2025,2325.00,2378.45,2281.00,2321.75,2357.00,2353.45,2330.04,3743.90,2025.00,1933098.00,117486.00
11-Feb-25,EQ,Tuesday,February,Q1,2025,2312.00,2397.00,2306.00,2290.80,2321.00,2321.75,2356.84,3743.90,2025.00,4895456.00,217468.00
10-Feb-25,EQ,Monday,February,Q1,2025,2350.00,2350.95,2280.10,2338.80,2287.00,2290.80,2299.96,3743.90,2025.00,739708.00,48267.00
7-Feb-25,EQ,Friday,February,Q1,2025,2312.45,2374.90,2307.35,2312.45,2340.00,2338.80,2340.71,3743.90,2025.00,892900.00,65292.00
6-Feb-25,EQ,Thursday,February,Q1,2025,2340.00,2340.00,2298.20,2324.60,2309.00,2312.45,2313.94,3743.90,2025.00,680544.00,56800.00
5-Feb-25,EQ,Wednesday,February,Q1,2025,2314.95,2349.40,2309.05,2301.50,2326.80,2324.60,2325.60,3743.90,2025.00,560940.00,43537.00
4-Feb-25,EQ,Tuesday,February,Q1,2025,2278.90,2312.00,2267.55,2261.85,2303.25,2301.50,2295.26,3743.90,2025.00,691187.00,55343.00
3-Feb-25,EQ,Monday,February,Q1,2025,2266.75,2279.00,2213.90,2270.00,2266.90,2261.85,2247.60,3743.90,2025.00,824942.00,63131.00
1-Feb-25,EQ,Saturday,February,Q1,2025,2297.00,2351.45,2237.55,2287.80,2269.95,2270.00,2290.99,3743.90,2025.00,987362.00,60333.00
31-Jan-25,EQ,Friday,January,Q1,2025,2238.85,2314.95,2213.75,2252.60,2297.00,2287.80,2280.98,3743.90,2025.00,2013345.00,96876.00
30-Jan-25,EQ,Thursday,January,Q1,2025,2325.00,2351.50,2201.30,2318.60,2247.90,2252.60,2267.93,3743.90,2025.00,2601625.00,146148.00
29-Jan-25,EQ,Wednesday,January,Q1,2025,2297.00,2326.25,2282.60,2286.05,2321.80,2318.60,2311.65,3743.90,2025.00,785220.00,54577.00
28-Jan-25,EQ,Tuesday,January,Q1,2025,2274.20,2315.85,2242.00,2259.70,2293.50,2286.05,2280.67,3743.90,2025.00,966497.00,68907.00
27-Jan-25,EQ,Monday,January,Q1,2025,2310.05,2318.10,2250.05,2315.10,2259.05,2259.70,2283.92,3743.90,2025.00,1032995.00,70412.00
24-Jan-25,EQ,Friday,January,Q1,2025,2387.75,2406.00,2299.40,2385.00,2314.05,2315.10,2350.05,3743.90,2025.00,1388583.00,82631.00
23-Jan-25,EQ,Thursday,January,Q1,2025,2383.00,2405.15,2355.00,2376.55,2376.30,2385.00,2383.47,3743.90,2025.00,826721.00,57688.00
22-Jan-25,EQ,Wednesday,January,Q1,2025,2399.00,2399.00,2325.15,2384.30,2377.00,2376.55,2350.04,3743.90,2025.00,1147334.00,70492.00
21-Jan-25,EQ,Tuesday,January,Q1,2025,2441.75,2441.75,2373.65,2442.80,2375.00,2384.30,2398.89,3743.90,2025.00,1206512.00,75686.00
20-Jan-25,EQ,Monday,January,Q1,2025,2413.75,2454.00,2390.00,2399.80,2434.10,2442.80,2424.85,3743.90,2025.00,1039435.00,62157.00
17-Jan-25,EQ,Friday,January,Q1,2025,2450.00,2450.00,2380.05,2427.85,2399.50,2399.80,2404.16,3743.90,2025.00,1122205.00,72852.00
16-Jan-25,EQ,Thursday,January,Q1,2025,2500.00,2570.00,2418.85,2388.15,2433.00,2427.85,2461.44,3743.90,2025.00,2841803.00,169165.00
15-Jan-25,EQ,Wednesday,January,Q1,2025,2399.00,2421.95,2372.65,2380.55,2377.70,2388.15,2394.10,3743.90,2025.00,1421437.00,89565.00
14-Jan-25,EQ,Tuesday,January,Q1,2025,2241.50,2422.90,2241.50,2225.15,2382.00,2380.55,2370.68,3743.90,2025.00,4120705.00,239191.00
13-Jan-25,EQ,Monday,January,Q1,2025,2365.00,2365.00,2216.90,2374.40,2227.00,2225.15,2280.87,3743.90,2025.00,1559903.00,104906.00
10-Jan-25,EQ,Friday,January,Q1,2025,2480.00,2484.60,2368.25,2477.90,2380.10,2374.40,2407.11,3743.90,2025.00,1418808.00,108945.00
9-Jan-25,EQ,Thursday,January,Q1,2025,2517.00,2517.55,2469.50,2515.25,2484.85,2477.90,2487.61,3743.90,2025.00,705838.00,60127.00
8-Jan-25,EQ,Wednesday,January,Q1,2025,2520.55,2530.00,2490.00,2520.55,2511.20,2515.25,2509.14,3743.90,2025.00,879641.00,74141.00
7-Jan-25,EQ,Tuesday,January,Q1,2025,2474.65,2525.00,2474.65,2474.45,2524.80,2520.55,2510.58,3743.90,2025.00,1019131.00,69952.00
6-Jan-25,EQ,Monday,January,Q1,2025,2557.65,2568.85,2463.50,2564.60,2472.00,2474.45,2497.27,3743.90,2025.00,1121398.00,88877.00
3-Jan-25,EQ,Friday,January,Q1,2025,2580.00,2619.00,2556.60,2597.70,2562.00,2564.60,2589.16,3743.90,2025.00,932795.00,52144.00
2-Jan-25,EQ,Thursday,January,Q1,2025,2565.70,2602.00,2537.00,2554.85,2587.85,2597.70,2569.89,3743.90,2025.00,1167236.00,73015.00
1-Jan-25,EQ,Wednesday,January,Q1,2025,2536.00,2644.20,2518.25,2528.65,2545.90,2554.85,2561.31,3743.90,2025.00,2875721.00,140672.00
31-Dec-24,EQ,Tuesday,December,Q4,2024,2575.00,2577.75,2507.45,2592.35,2530.00,2528.65,2531.14,3743.90,2025.00,2745674.00,124232.00
30-Dec-24,EQ,Monday,December,Q4,2024,2425.00,2610.00,2421.95,2409.95,2585.00,2592.35,2549.07,3743.90,2025.00,7825097.00,338992.00
27-Dec-24,EQ,Friday,December,Q4,2024,2415.00,2446.15,2390.50,2400.25,2420.00,2409.95,2421.00,3743.90,2025.00,1982291.00,73559.00
26-Dec-24,EQ,Thursday,December,Q4,2024,2378.05,2410.00,2368.00,2372.45,2401.00,2400.25,2389.27,3743.90,2025.00,895785.00,63476.00
24-Dec-24,EQ,Tuesday,December,Q4,2024,2355.20,2412.90,2340.00,2338.95,2372.00,2372.45,2381.05,3743.90,2025.00,1156186.00,70017.00
23-Dec-24,EQ,Monday,December,Q4,2024,2373.95,2379.50,2332.75,2344.95,2346.00,2338.95,2351.63,3743.90,2025.00,758920.00,54920.00
20-Dec-24,EQ,Friday,December,Q4,2024,2429.00,2453.85,2333.00,2419.35,2349.20,2344.95,2403.77,3743.90,2025.00,1337016.00,75322.00
